Year Month,Postal Code,Customer Class,Total Gallons
201808,78759,Irrigation - City of Austin,2300
201808,78759,Irrigation - Commercial,22833000
201808,78766,Commercial,4900
201808,78766,Irrigation - Commercial,0
201809,78613,Austin Water Utility,600
201809,78613,Commercial,3916200
201809,78613,Irrigation - Commercial,2323000
201809,78617,Austin Water Utility,1527400
201809,78617,City of Austin,1187900
201809,78617,Commercial,16700700
201809,78617,Irrigation - City of Austin,0
201809,78617,Irrigation - Commercial,3924500
201809,78640,Commercial,0
201809,78652,Commercial,570400
201809,78652,Irrigation - Commercial,4585800
201809,78653,Commercial,805000
201809,78653,Irrigation - Commercial,2873500
201809,78653,Wholesale,0
201809,78660,Austin Water Utility,0
201809,78660,Commercial,8230300
201809,78660,Irrigation - City of Austin,0
201809,78660,Irrigation - Commercial,3891000
201809,78660,Wholesale,32656100
201809,78681,City of Austin,15000
201809,78681,Commercial,665500
201809,78681,Irrigation - City of Austin,4000
201809,78681,Irrigation - Commercial,546700
201809,78701,Austin Water Utility,325000
201809,78701,City of Austin,20072000
201809,78701,Commercial,99415000
201809,78701,Irrigation - City of Austin,470400
201809,78701,Irrigation - Commercial,6146300
201809,78701,Large Volume,1498000
201809,78702,Austin Water Utility,37000
201809,78702,City of Austin,1662600
201809,78702,Commercial,27660300
201809,78702,Irrigation - City of Austin,1253000
201809,78702,Irrigation - Commercial,3264500
201809,78703,Austin Water Utility,8200
201809,78703,City of Austin,2459500
201809,78703,Commercial,16906000
201809,78703,Irrigation - City of Austin,519500
201809,78703,Irrigation - Commercial,3561700
201809,78704,Austin Water Utility,9500
201809,78704,City of Austin,3369000
201809,78704,Commercial,44493400
201809,78704,Irrigation - City of Austin,560100
201809,78704,Irrigation - Commercial,7984100
201809,78705,Austin Water Utility,3100
201809,78705,City of Austin,160000
201809,78705,Commercial,31078500
201809,78705,Irrigation - City of Austin,64500
201809,78705,Irrigation - Commercial,4121200
201809,78705,Large Volume,6220000
201809,78710,Commercial,45800
201809,78710,Irrigation - Commercial,0
201809,78712,Commercial,8784000
201809,78712,Irrigation - Commercial,7024200
201809,78712,Irrigation - Large Volume,18926400
201809,78712,Large Volume,14152800
201809,78714,Commercial,650200
201809,78714,Irrigation - Commercial,0
201809,78717,Austin Water Utility,0
201809,78717,City of Austin,248900
201809,78717,Commercial,6874200
201809,78717,Irrigation - City of Austin,0
201809,78717,Irrigation - Commercial,9743500
201809,78719,Austin Water Utility,200500
201809,78719,City of Austin,4583000
201809,78719,Commercial,6981900
201809,78719,Irrigation - City of Austin,238500
201809,78719,Irrigation - Commercial,709100
201809,78719,Wholesale,2052700
201809,78721,Austin Water Utility,144800
201809,78721,City of Austin,1632300
201809,78721,Commercial,5996000
201809,78721,Irrigation - City of Austin,249000
201809,78721,Irrigation - Commercial,2886900
201809,78722,City of Austin,53000
201809,78722,Commercial,4308800
201809,78722,Irrigation - City of Austin,213200
201809,78722,Irrigation - Commercial,1935400
201809,78723,Austin Water Utility,36600
201809,78723,City of Austin,5512300
201809,78723,Commercial,20673400
201809,78723,Irrigation - City of Austin,113400
201809,78723,Irrigation - Commercial,6517300
201809,78724,Austin Water Utility,288500
201809,78724,City of Austin,10471900
201809,78724,Commercial,7184700
201809,78724,Irrigation - City of Austin,0
201809,78724,Irrigation - Commercial,5407000
201809,78725,Austin Water Utility,1413600
201809,78725,City of Austin,260500
201809,78725,Commercial,10590500
201809,78725,Irrigation - Commercial,251700
201809,78725,Large Volume,28891000
201809,78725,Wholesale,1295700
201809,78726,Austin Water Utility,0
201809,78726,City of Austin,15000
201809,78726,Commercial,6312700
201809,78726,Irrigation - Commercial,4220500
201809,78727,City of Austin,27500
201809,78727,Commercial,27400700
201809,78727,Irrigation - City of Austin,0
201809,78727,Irrigation - Commercial,8953900
201809,78728,Commercial,10095900
201809,78728,Irrigation - Commercial,6531600
201809,78728,Wholesale,59346300
201809,78729,City of Austin,136100
201809,78729,Commercial,11975300
201809,78729,Irrigation - City of Austin,53300
201809,78729,Irrigation - Commercial,10021700
201809,78729,Wholesale,45133600
201809,78730,City of Austin,9300
201809,78730,Commercial,4300700
201809,78730,Irrigation - Commercial,6527800
201809,78731,Austin Water Utility,0
201809,78731,City of Austin,93500
201809,78731,Commercial,16979800
201809,78731,Irrigation - City of Austin,753400
201809,78731,Irrigation - Commercial,4966400
201809,78732,Austin Water Utility,0
201809,78732,Commercial,89500
201809,78732,Irrigation - Commercial,0
201809,78735,Austin Water Utility,0
201809,78735,City of Austin,117200
201809,78735,Commercial,11883200
201809,78735,Irrigation - Commercial,10250900
201809,78735,Large Volume,18505000
201809,78735,Wholesale,482000
201809,78736,Commercial,1614400
201809,78736,Irrigation - Commercial,745700
201809,78737,Commercial,402900
201809,78737,Irrigation - Commercial,572400
201809,78737,Wholesale,525900
201809,78739,City of Austin,8000
201809,78739,Commercial,2454300
201809,78739,Irrigation - City of Austin,2100
201809,78739,Irrigation - Commercial,4888000
201809,78739,Wholesale,8151000
201809,78741,Austin Water Utility,0
201809,78741,City of Austin,1125600
201809,78741,Commercial,20914100
201809,78741,Irrigation - City of Austin,2712900
201809,78741,Irrigation - Commercial,7767600
201809,78741,Large Volume,38792000
201809,78742,Austin Water Utility,0
201809,78742,City of Austin,0
201809,78742,Commercial,1450000
201809,78742,Irrigation - Commercial,204800
201809,78744,Austin Water Utility,536200
201809,78744,City of Austin,547600
201809,78744,Commercial,42515800
201809,78744,Irrigation - City of Austin,5320200
201809,78744,Irrigation - Commercial,24959600
201809,78745,City of Austin,1534400
201809,78745,Commercial,34689400
201809,78745,Irrigation - City of Austin,40700
201809,78745,Irrigation - Commercial,9911100
201809,78745,Wholesale,14082300
201809,78746,Austin Water Utility,179000
201809,78746,City of Austin,1836000
201809,78746,Commercial,18163000
201809,78746,Irrigation - City of Austin,38500
201809,78746,Irrigation - Commercial,10467600
201809,78746,Wholesale,158569900
201809,78747,Austin Water Utility,0
201809,78747,Commercial,4500800
201809,78747,Irrigation - Commercial,2598700
201809,78747,Wholesale,6657200
201809,78748,City of Austin,50000
201809,78748,Commercial,15650800
201809,78748,Irrigation - City of Austin,22500
201809,78748,Irrigation - Commercial,13996700
201809,78748,Wholesale,765600
201809,78749,Austin Water Utility,22500
201809,78749,City of Austin,162900
201809,78749,Commercial,14461100
201809,78749,Irrigation - City of Austin,68900
201809,78749,Irrigation - Commercial,11573700
201809,78750,Austin Water Utility,1454300
201809,78750,City of Austin,350600
201809,78750,Commercial,9964100
201809,78750,Irrigation - City of Austin,3800
201809,78750,Irrigation - Commercial,6362800
201809,78751,City of Austin,44400
201809,78751,Commercial,12696900
201809,78751,Irrigation - City of Austin,800
201809,78751,Irrigation - Commercial,1152700
201809,78752,Austin Water Utility,100
201809,78752,City of Austin,100600
201809,78752,Commercial,27845100
201809,78752,Irrigation - City of Austin,374200
201809,78752,Irrigation - Commercial,5561200
201809,78753,Austin Water Utility,130900
201809,78753,City of Austin,1435000
201809,78753,Commercial,36374200
201809,78753,Irrigation - City of Austin,544100
201809,78753,Irrigation - Commercial,14571100
201809,78754,Austin Water Utility,0
201809,78754,City of Austin,378200
201809,78754,Commercial,17191700
201809,78754,Irrigation - City of Austin,500
201809,78754,Irrigation - Commercial,7890100
201809,78754,Large Volume,229408200
201809,78755,Commercial,18400
201809,78756,Austin Water Utility,52200
201809,78756,City of Austin,141300
201809,78756,Commercial,16852400
201809,78756,Irrigation - Commercial,898100
201809,78757,City of Austin,1189600
201809,78757,Commercial,16643800
201809,78757,Irrigation - City of Austin,62900
201809,78757,Irrigation - Commercial,2352600
201809,78758,City of Austin,897500
201809,78758,Commercial,56106000
201809,78758,Irrigation - City of Austin,1274000
201809,78758,Irrigation - Commercial,17953800
201809,78759,Austin Water Utility,72200
201809,78759,City of Austin,213300
201809,78759,Commercial,41594900
201809,78759,Irrigation - City of Austin,600
201809,78759,Irrigation - Commercial,16269600
201809,78766,Commercial,5000
201809,78766,Irrigation - Commercial,0
201810,78613,Austin Water Utility,900
201810,78613,Commercial,3598600
201810,78613,Irrigation - Commercial,1738300
201810,78617,Austin Water Utility,1129300
201810,78617,City of Austin,645400
201810,78617,Commercial,13070900
201810,78617,Irrigation - City of Austin,0
201810,78617,Irrigation - Commercial,1440200
201810,78640,Commercial,0
201810,78652,Commercial,433900
201810,78652,Irrigation - Commercial,2026800
201810,78653,Commercial,1733600
201810,78653,Irrigation - Commercial,1376800
201810,78653,Wholesale,0
201810,78660,Austin Water Utility,0
201810,78660,Commercial,8583700
201810,78660,Irrigation - City of Austin,0
201810,78660,Irrigation - Commercial,2656300
201810,78660,Wholesale,19926600
201810,78681,City of Austin,14500
201810,78681,Commercial,592800
201810,78681,Irrigation - City of Austin,5000
201810,78681,Irrigation - Commercial,129500
201810,78701,Austin Water Utility,188700
201810,78701,City of Austin,14971300
201810,78701,Commercial,81859200
201810,78701,Irrigation - City of Austin,265300
201810,78701,Irrigation - Commercial,2358000
201810,78701,Large Volume,1181000
201810,78702,Austin Water Utility,95000
201810,78702,City of Austin,1692100
201810,78702,Commercial,20663300
201810,78702,Irrigation - City of Austin,395600
201810,78702,Irrigation - Commercial,2266800
201810,78703,Austin Water Utility,13900
201810,78703,City of Austin,1102400
201810,78703,Commercial,11764000
201810,78703,Irrigation - City of Austin,211600
201810,78703,Irrigation - Commercial,2010900
201810,78704,Austin Water Utility,9000
201810,78704,City of Austin,1555900
201810,78704,Commercial,32584900
201810,78704,Irrigation - City of Austin,389300
201810,78704,Irrigation - Commercial,3572600
201810,78705,Austin Water Utility,2700
201810,78705,City of Austin,87900
201810,78705,Commercial,27226400
201810,78705,Irrigation - City of Austin,63900
201810,78705,Irrigation - Commercial,1229500
201810,78705,Large Volume,5073000
201810,78710,Commercial,36400
201810,78710,Irrigation - Commercial,0
201810,78712,Commercial,5432900
201810,78712,Irrigation - Commercial,2040700
201810,78712,Irrigation - Large Volume,15786000
201810,78712,Large Volume,13598700
201810,78714,Commercial,537600
201810,78714,Irrigation - Commercial,0
201810,78717,Austin Water Utility,123000
201810,78717,City of Austin,302200
201810,78717,Commercial,5921000
201810,78717,Irrigation - City of Austin,0
201810,78717,Irrigation - Commercial,5663200
201810,78719,Austin Water Utility,134600
201810,78719,City of Austin,5127200
201810,78719,Commercial,4138800
201810,78719,Irrigation - City of Austin,3500
201810,78719,Irrigation - Commercial,572500
201810,78719,Wholesale,1517400
201810,78721,Austin Water Utility,19600
201810,78721,City of Austin,663700
201810,78721,Commercial,5330300
201810,78721,Irrigation - City of Austin,807500
201810,78721,Irrigation - Commercial,1212400
201810,78722,City of Austin,42800
201810,78722,Commercial,3695400
201810,78722,Irrigation - City of Austin,12700
201810,78722,Irrigation - Commercial,1042200
201810,78723,Austin Water Utility,45900
201810,78723,City of Austin,3733900
201810,78723,Commercial,14806200
201810,78723,Irrigation - City of Austin,0
201810,78723,Irrigation - Commercial,3929500
201810,78724,Austin Water Utility,87700
201810,78724,City of Austin,8348700
201810,78724,Commercial,7047600
201810,78724,Irrigation - City of Austin,0
201810,78724,Irrigation - Commercial,3477900
201810,78725,Austin Water Utility,992000
201810,78725,City of Austin,262400
201810,78725,Commercial,8244200
201810,78725,Irrigation - Commercial,21500
201810,78725,Large Volume,33874000
201810,78725,Wholesale,838500
201810,78726,Austin Water Utility,0
201810,78726,City of Austin,18500
201810,78726,Commercial,5654500
201810,78726,Irrigation - Commercial,2907600
201810,78727,City of Austin,30000
201810,78727,Commercial,22729100
201810,78727,Irrigation - City of Austin,0
201810,78727,Irrigation - Commercial,4354900
201810,78728,Commercial,8287500
201810,78728,Irrigation - Commercial,4589000
201810,78728,Wholesale,36002000
201810,78729,City of Austin,54600
201810,78729,Commercial,10878700
201810,78729,Irrigation - City of Austin,15600
201810,78729,Irrigation - Commercial,3469500
201810,78729,Wholesale,39424900
201810,78730,City of Austin,7300
201810,78730,Commercial,3233100
201810,78730,Irrigation - Commercial,4814800
201810,78731,Austin Water Utility,0
201810,78731,City of Austin,50900
201810,78731,Commercial,13992900
201810,78731,Irrigation - City of Austin,58600
201810,78731,Irrigation - Commercial,2593100
201810,78732,Austin Water Utility,0
201810,78732,Commercial,100300
201810,78732,Irrigation - Commercial,0
201810,78735,Austin Water Utility,0
201810,78735,City of Austin,106000
201810,78735,Commercial,9297100
201810,78735,Irrigation - Commercial,5405900
201810,78735,Large Volume,22292000
201810,78735,Wholesale,370100
201810,78736,Commercial,1274000
201810,78736,Irrigation - Commercial,273900
201810,78737,Commercial,271900
201810,78737,Irrigation - Commercial,354000
201810,78737,Wholesale,344300
201810,78739,City of Austin,6000
201810,78739,Commercial,1017000
201810,78739,Irrigation - City of Austin,100
201810,78739,Irrigation - Commercial,1773800
201810,78739,Wholesale,2798000
201810,78741,Austin Water Utility,0
201810,78741,City of Austin,876900
201810,78741,Commercial,17399300
201810,78741,Irrigation - City of Austin,1228000
201810,78741,Irrigation - Commercial,4789600
201810,78741,Large Volume,30246000
201810,78742,Austin Water Utility,0
201810,78742,City of Austin,17900
201810,78742,Commercial,536100
201810,78742,Irrigation - Commercial,161400
201810,78744,Austin Water Utility,340000
201810,78744,City of Austin,286300
201810,78744,Commercial,33318300
201810,78744,Irrigation - City of Austin,1213900
201810,78744,Irrigation - Commercial,14900700
201810,78745,City of Austin,764200
201810,78745,Commercial,26529200
201810,78745,Irrigation - City of Austin,300
201810,78745,Irrigation - Commercial,5787700
201810,78745,Wholesale,7259000
201810,78746,Austin Water Utility,133800
201810,78746,City of Austin,518100
201810,78746,Commercial,11923800
201810,78746,Irrigation - City of Austin,156400
201810,78746,Irrigation - Commercial,6197000
201810,78746,Wholesale,67501600
201810,78747,Austin Water Utility,0
201810,78747,Commercial,1524800
201810,78747,Irrigation - Commercial,1438900
201810,78747,Wholesale,3696800
201810,78748,City of Austin,58800
201810,78748,Commercial,12498400
201810,78748,Irrigation - City of Austin,10000
201810,78748,Irrigation - Commercial,7745500
201810,78748,Wholesale,429800
201810,78749,Austin Water Utility,7700
201810,78749,City of Austin,60400
201810,78749,Commercial,10506700
201810,78749,Irrigation - City of Austin,50400
201810,78749,Irrigation - Commercial,7150000
201810,78750,Austin Water Utility,1145700
201810,78750,City of Austin,175900
201810,78750,Commercial,8716400
201810,78750,Irrigation - City of Austin,2400
201810,78750,Irrigation - Commercial,3548200
201810,78751,City of Austin,41600
201810,78751,Commercial,10783700
201810,78751,Irrigation - City of Austin,0
201810,78751,Irrigation - Commercial,799400
201810,78752,Austin Water Utility,100
201810,78752,City of Austin,88800
201810,78752,Commercial,24083300
201810,78752,Irrigation - City of Austin,299600
201810,78752,Irrigation - Commercial,4037200
201810,78753,Austin Water Utility,140200
201810,78753,City of Austin,1272700
201810,78753,Commercial,33554600
201810,78753,Irrigation - City of Austin,598300
201810,78753,Irrigation - Commercial,9431700
201810,78754,Austin Water Utility,0
201810,78754,City of Austin,311300
201810,78754,Commercial,13396600
201810,78754,Irrigation - City of Austin,7300
201810,78754,Irrigation - Commercial,4450600
201810,78754,Large Volume,173511000
201810,78755,Commercial,20000
201810,78756,Austin Water Utility,30800
201810,78756,City of Austin,23000
201810,78756,Commercial,12268500
201810,78756,Irrigation - Commercial,533400
201810,78757,City of Austin,105100
201810,78757,Commercial,14508800
201810,78757,Irrigation - City of Austin,43500
201810,78757,Irrigation - Commercial,1236600
201810,78758,City of Austin,3991000
201810,78758,Commercial,49540200
201810,78758,Irrigation - City of Austin,1823100
201810,78758,Irrigation - Commercial,9923700
201810,78759,Austin Water Utility,17700
201810,78759,City of Austin,18700
201810,78759,Commercial,38175100
201810,78759,Irrigation - City of Austin,100
201810,78759,Irrigation - Commercial,10753800
201810,78766,Commercial,4200
201810,78766,Irrigation - Commercial,0
201811,78613,Austin Water Utility,1600
201811,78613,Commercial,3956000
201811,78613,Irrigation - Commercial,784000
201811,78617,Austin Water Utility,839000
201811,78617,City of Austin,421800
201811,78617,Commercial,12588200
201811,78617,Irrigation - City of Austin,0
201811,78617,Irrigation - Commercial,1359700
201811,78640,Commercial,32500
201811,78652,Commercial,369400
201811,78652,Irrigation - Commercial,1124800
201811,78653,Commercial,1554000
201811,78653,Irrigation - Commercial,597600
201811,78653,Wholesale,0
201811,78660,Commercial,8868500
201811,78660,Irrigation - City of Austin,0
201811,78660,Irrigation - Commercial,1812100
201811,78660,Wholesale,19257400
201811,78681,City of Austin,9500
201811,78681,Commercial,474000
201811,78681,Irrigation - City of Austin,9000
201811,78681,Irrigation - Commercial,122100
201811,78701,Austin Water Utility,17300
201811,78701,City of Austin,8703700
201811,78701,Commercial,77212000
201811,78701,Irrigation - City of Austin,237200
201811,78701,Irrigation - Commercial,1608200
201811,78701,Large Volume,1242000
201811,78702,Austin Water Utility,0
201811,78702,City of Austin,980200
201811,78702,Commercial,21093900
201811,78702,Irrigation - City of Austin,195600
201811,78702,Irrigation - Commercial,1376200
201811,78703,Austin Water Utility,10700
201811,78703,City of Austin,1057800
201811,78703,Commercial,12499300
201811,78703,Irrigation - City of Austin,176700
201811,78703,Irrigation - Commercial,1365800
201811,78704,Austin Water Utility,7900
201811,78704,City of Austin,1631800
201811,78704,Commercial,31912100
201811,78704,Irrigation - City of Austin,322200
201811,78704,Irrigation - Commercial,2028500
201811,78705,Austin Water Utility,3100
201811,78705,City of Austin,62300
201811,78705,Commercial,25999500
201811,78705,Irrigation - City of Austin,53400
201811,78705,Irrigation - Commercial,1005400
201811,78705,Large Volume,6588000
201811,78710,Commercial,46800
201811,78710,Irrigation - Commercial,0
201811,78712,Commercial,6484300
201811,78712,Irrigation - Commercial,1504600
201811,78712,Irrigation - Large Volume,11300100
201811,78712,Large Volume,14528200
201811,78714,Commercial,283900
201811,78714,Irrigation - Commercial,0
201811,78717,Austin Water Utility,0
201811,78717,City of Austin,298600
201811,78717,Commercial,6588900
201811,78717,Irrigation - City of Austin,0
201811,78717,Irrigation - Commercial,1617000
201811,78719,Austin Water Utility,186100
201811,78719,City of Austin,3918100
201811,78719,Commercial,3666100
201811,78719,Irrigation - City of Austin,88100
201811,78719,Irrigation - Commercial,481400
201811,78719,Wholesale,1318100
201811,78721,Austin Water Utility,8300
201811,78721,City of Austin,938600
201811,78721,Commercial,5151700
201811,78721,Irrigation - City of Austin,1216100
201811,78721,Irrigation - Commercial,840200
201811,78722,City of Austin,31000
201811,78722,Commercial,3708700
201811,78722,Irrigation - City of Austin,7900
201811,78722,Irrigation - Commercial,724800
201811,78723,Austin Water Utility,55700
201811,78723,City of Austin,3166300
201811,78723,Commercial,15710300
201811,78723,Irrigation - City of Austin,0
201811,78723,Irrigation - Commercial,1845900
201811,78724,Austin Water Utility,92200
201811,78724,City of Austin,8322900
201811,78724,Commercial,5211900
201811,78724,Irrigation - City of Austin,0
201811,78724,Irrigation - Commercial,2570600
201811,78725,Austin Water Utility,328600
201811,78725,City of Austin,269000
201811,78725,Commercial,7990300
201811,78725,Irrigation - Commercial,38200
201811,78725,Large Volume,31674000
201811,78725,Wholesale,929000
201811,78726,Austin Water Utility,0
201811,78726,City of Austin,21100
201811,78726,Commercial,4939800
201811,78726,Irrigation - Commercial,1147000
201811,78727,City of Austin,25300
201811,78727,Commercial,20344600
201811,78727,Irrigation - City of Austin,0
201811,78727,Irrigation - Commercial,1689900
201811,78728,Commercial,11532600
201811,78728,Irrigation - Commercial,622400
201811,78728,Wholesale,33748200
201811,78729,City of Austin,81200
201811,78729,Commercial,10886400
201811,78729,Irrigation - City of Austin,21700
201811,78729,Irrigation - Commercial,3352700
201811,78729,Wholesale,27754700
201811,78730,City of Austin,17200
201811,78730,Commercial,3019000
201811,78730,Irrigation - Commercial,3318100
201811,78731,Austin Water Utility,0
201811,78731,City of Austin,57600
201811,78731,Commercial,12721100
201811,78731,Irrigation - City of Austin,60800
201811,78731,Irrigation - Commercial,999900
201811,78732,Austin Water Utility,0
201811,78732,Commercial,97900
201811,78732,Irrigation - Commercial,0
201811,78735,Austin Water Utility,0
201811,78735,City of Austin,116000
201811,78735,Commercial,8525500
201811,78735,Irrigation - Commercial,2862900
201811,78735,Large Volume,16628600
201811,78735,Wholesale,411100
201811,78736,Commercial,1165100
201811,78736,Irrigation - Commercial,233400
201811,78737,Commercial,339800
201811,78737,Irrigation - Commercial,207500
201811,78737,Wholesale,419200
201811,78739,City of Austin,8000
201811,78739,Commercial,1129300
201811,78739,Irrigation - City of Austin,100
201811,78739,Irrigation - Commercial,1245100
201811,78739,Wholesale,2693000
201811,78741,Austin Water Utility,0
201811,78741,City of Austin,454600
201811,78741,Commercial,18620500
201811,78741,Irrigation - City of Austin,918000
201811,78741,Irrigation - Commercial,1854200
201811,78741,Large Volume,29329000
201811,78742,Austin Water Utility,100
201811,78742,City of Austin,48200
201811,78742,Commercial,676900
201811,78742,Irrigation - Commercial,253900
201811,78744,Austin Water Utility,215700
201811,78744,City of Austin,295800
201811,78744,Commercial,28145700
201811,78744,Irrigation - City of Austin,892200
201811,78744,Irrigation - Commercial,7001700
201811,78745,City of Austin,194100
201811,78745,Commercial,26787900
201811,78745,Irrigation - City of Austin,400
201811,78745,Irrigation - Commercial,2963700
201811,78745,Wholesale,6022900
201811,78746,Austin Water Utility,35900
201811,78746,City of Austin,659800
201811,78746,Commercial,10355400
201811,78746,Irrigation - City of Austin,390400
201811,78746,Irrigation - Commercial,3064200
201811,78746,Wholesale,61394500
201811,78747,Austin Water Utility,0
201811,78747,Commercial,1349700
201811,78747,Irrigation - Commercial,433600
201811,78747,Wholesale,3911500
201811,78748,City of Austin,43600
201811,78748,Commercial,12152100
201811,78748,Irrigation - City of Austin,14900
201811,78748,Irrigation - Commercial,3946800
201811,78748,Wholesale,476100
201811,78749,Austin Water Utility,18900
201811,78749,City of Austin,56800
201811,78749,Commercial,10537500
201811,78749,Irrigation - City of Austin,22400
201811,78749,Irrigation - Commercial,3376600
201811,78750,Austin Water Utility,846500
201811,78750,City of Austin,142300
201811,78750,Commercial,9633400
201811,78750,Irrigation - City of Austin,2200
201811,78750,Irrigation - Commercial,2585900
201811,78751,City of Austin,20600
201811,78751,Commercial,13512700
201811,78751,Irrigation - City of Austin,0
201811,78751,Irrigation - Commercial,527900
201811,78752,Austin Water Utility,0
201811,78752,City of Austin,80700
201811,78752,Commercial,22747400
201811,78752,Irrigation - City of Austin,0
201811,78752,Irrigation - Commercial,1238100
201811,78753,Austin Water Utility,184500
201811,78753,City of Austin,352000
201811,78753,Commercial,32368200
201811,78753,Irrigation - City of Austin,36500
201811,78753,Irrigation - Commercial,6622000
201811,78754,Austin Water Utility,0
201811,78754,City of Austin,241200
201811,78754,Commercial,12267700
201811,78754,Irrigation - City of Austin,0
201811,78754,Irrigation - Commercial,1837000
201811,78754,Large Volume,200233600
201811,78755,Commercial,21000
201811,78756,Austin Water Utility,16100
201811,78756,City of Austin,25000
201811,78756,Commercial,12472800
201811,78756,Irrigation - Commercial,274600
201811,78757,City of Austin,77800
201811,78757,Commercial,14730000
201811,78757,Irrigation - City of Austin,33000
201811,78757,Irrigation - Commercial,580100
201811,78758,City of Austin,1135500
201811,78758,Commercial,43505400
201811,78758,Irrigation - City of Austin,1115000
201811,78758,Irrigation - Commercial,2757700
201811,78759,Austin Water Utility,15400
201811,78759,City of Austin,19000
201811,78759,Commercial,34072700
201811,78759,Irrigation - City of Austin,400
201811,78759,Irrigation - Commercial,4108000
201811,78766,Commercial,6000
201811,78766,Irrigation - Commercial,0
201812,78613,Austin Water Utility,1600
201812,78613,Commercial,3418400
201812,78613,Irrigation - Commercial,580900
201812,78617,Austin Water Utility,684700
201812,78617,City of Austin,43200
201812,78617,Commercial,11725900
201812,78617,Irrigation - City of Austin,0
201812,78617,Irrigation - Commercial,809400
201812,78640,Commercial,12200
201812,78652,Commercial,460400
201812,78652,Irrigation - Commercial,1096000
201812,78653,Commercial,873500
201812,78653,Irrigation - Commercial,363600
201812,78653,Wholesale,0
201812,78660,Austin Water Utility,0
201812,78660,Commercial,4986800
201812,78660,Irrigation - City of Austin,0
201812,78660,Irrigation - Commercial,782700
201812,78660,Wholesale,20403400
201812,78681,City of Austin,8600
201812,78681,Commercial,508300
201812,78681,Irrigation - City of Austin,15000
201812,78681,Irrigation - Commercial,26000
201812,78701,Austin Water Utility,71000
201812,78701,City of Austin,5203800
201812,78701,Commercial,65120400
201812,78701,Irrigation - City of Austin,165600
201812,78701,Irrigation - Commercial,726000
201812,78701,Large Volume,1512000
201812,78702,Austin Water Utility,0
201812,78702,City of Austin,1133300
201812,78702,Commercial,18288100
201812,78702,Irrigation - City of Austin,28200
201812,78702,Irrigation - Commercial,900300
201812,78703,Austin Water Utility,10700
201812,78703,City of Austin,670700
201812,78703,Commercial,11616700
201812,78703,Irrigation - City of Austin,114900
201812,78703,Irrigation - Commercial,777200
201812,78704,Austin Water Utility,8200
201812,78704,City of Austin,1290200
201812,78704,Commercial,28612000
201812,78704,Irrigation - City of Austin,30400
201812,78704,Irrigation - Commercial,2534500
201812,78705,Austin Water Utility,3500
201812,78705,City of Austin,75300
201812,78705,Commercial,24318000
201812,78705,Irrigation - City of Austin,52700
201812,78705,Irrigation - Commercial,536100
201812,78705,Large Volume,4882000
201812,78710,Commercial,40300
201812,78710,Irrigation - Commercial,0
201812,78712,Commercial,4245700
201812,78712,Irrigation - Commercial,830100
201812,78712,Irrigation - Large Volume,11205400
201812,78712,Large Volume,13045400
201812,78714,Commercial,304600
201812,78714,Irrigation - Commercial,0
201812,78717,Austin Water Utility,0
201812,78717,City of Austin,468600
201812,78717,Commercial,5642200
201812,78717,Irrigation - City of Austin,0
201812,78717,Irrigation - Commercial,1972800
201812,78719,Austin Water Utility,177500
201812,78719,City of Austin,3703100
201812,78719,Commercial,3274800
201812,78719,Irrigation - City of Austin,8400
201812,78719,Irrigation - Commercial,605700
201812,78719,Wholesale,1360800
201812,78721,Austin Water Utility,3600
201812,78721,City of Austin,136800
201812,78721,Commercial,4626100
201812,78721,Irrigation - City of Austin,1524400
201812,78721,Irrigation - Commercial,545000
201812,78722,City of Austin,19600
201812,78722,Commercial,3430900
201812,78722,Irrigation - City of Austin,12000
201812,78722,Irrigation - Commercial,461500
201812,78723,Austin Water Utility,64600
201812,78723,City of Austin,2303900
201812,78723,Commercial,14994000
201812,78723,Irrigation - City of Austin,0
201812,78723,Irrigation - Commercial,1905600
201812,78724,Austin Water Utility,89400
201812,78724,City of Austin,8568600
201812,78724,Commercial,4842000
201812,78724,Irrigation - City of Austin,0
201812,78724,Irrigation - Commercial,2526300
201812,78725,Austin Water Utility,314600
201812,78725,City of Austin,265200
201812,78725,Commercial,7049100
201812,78725,Irrigation - Commercial,25400
201812,78725,Large Volume,30148000
201812,78725,Wholesale,757600
201812,78726,Austin Water Utility,0
201812,78726,City of Austin,18700
201812,78726,Commercial,4959800
201812,78726,Irrigation - Commercial,969500
201812,78727,City of Austin,20400
201812,78727,Commercial,18701900
201812,78727,Irrigation - City of Austin,100
201812,78727,Irrigation - Commercial,1476300
201812,78728,Commercial,7729700
201812,78728,Irrigation - Commercial,800600
201812,78728,Wholesale,14066900
201812,78729,City of Austin,59000
201812,78729,Commercial,9860600
201812,78729,Irrigation - City of Austin,0
201812,78729,Irrigation - Commercial,3016500
201812,78729,Wholesale,20033400
201812,78730,City of Austin,5600
201812,78730,Commercial,2738700
201812,78730,Irrigation - Commercial,3149100
201812,78731,Austin Water Utility,0
201812,78731,City of Austin,35500
201812,78731,Commercial,10819800
201812,78731,Irrigation - City of Austin,67600
201812,78731,Irrigation - Commercial,971500
201812,78732,Austin Water Utility,0
201812,78732,Commercial,137100
201812,78732,Irrigation - Commercial,0
201812,78735,Austin Water Utility,0
201812,78735,City of Austin,129000
201812,78735,Commercial,7513200
201812,78735,Irrigation - Commercial,1718300
201812,78735,Large Volume,24064600
201812,78735,Wholesale,339900
